5003,10000,47,5
521,4559,5220
3787,3658,3148
2688,965,6461
329,2446,8042
490,1557,6240
2625,2262,3932
1269,1015,6915
4850,3313,3081
1457,2717,6156
622,556,4736
1992,2067,2707
2267,3305,8605
215,4696,673
3064,4480,2999
1281,3966,4158
3233,2863,833
1099,2233,4819
3597,4461,7719
3532,628,4213
2200,1388,3651
145,3162,6451
305,2658,9578
143,1406,5774
47,344,9434
2207,4283,5945
1839,3084,6977
1872,1101,5554
4476,2325,7559
1919,403,2945
3899,1662,5618
2689,1888,6081
4916,2235,5408
4210,3139,729
83,2932,7417
4880,737,7093
4297,4902,8401
3325,3251,8881
3661,2012,2210
1504,2778,8851
2081,2547,1167
4290,4395,8530
4190,3070,7394
3994,3427,2307
316,2812,7122
2738,540,256
1917,2092,9934
3369,4328,5258
3505,1819,6872
2816,3581,2
4363,3057,8513
3431,4626,1550
1897,3581,6814
1832,4494,6791
507,741,5704
3346,2051,5581
1337,3194,9751
1599,837,797
2600,2308,9831
1820,1544,1438
2130,3476,5212
4894,1159,3862
1898,2177,51
4250,4471,1576
253,4519,4672
2773,4593,7072
432,4675,9915
2557,1515,1215
869,3214,54
3179,2918,1923
4553,2313,195
3194,3772,3381
2682,1189,4366
2331,601,8092
4650,3926,1752
2884,3900,5318
4831,3530,6916
3149,4201,1537
911,3327,1369
2280,3059,4467
3103,3836,3697
2041,4725,9790
1159,1761,9021
3091,4915,73
3200,344,56
3682,2889,1882
4665,1083,7350
1848,3635,6677
2618,1486,3560
3450,1558,714
3555,2311,600
444,3145,1715
579,420,8775
786,916,6525
1197,2959,165
822,3130,2455
1311,4606,402
1482,4976,5289
2931,2953,723
3074,1644,1625
897,349,114
3630,1376,3845
4745,1869,5190
2751,2377,9435
2948,4922,405
2795,3095,4301
2258,3279,1729
1194,586,3069
1099,1245,5414
4835,26,3904
4462,2887,9123
1371,568,8557
74,4571,8743
3830,2916,4369
3316,894,8697
1006,1690,8991
2566,2428,8271
6,1273,5721
3798,108,6502
1566,1746,1944
2298,409,5570
369,2536,8166
4696,696,3468
2916,720,8833
3474,3120,490
1058,137,8637
665,3833,5487
3046,1952,9126
301,3230,6447
4191,3196,3483
3236,2989,162
1571,4973,7715
2877,1287,5369
4662,693,6207
4861,3039,4685
4926,1385,3179
1921,857,6921
3352,2500,1855
2854,4058,819
528,1905,6026
1193,1449,9540
2504,3262,4585
4406,1851,5749
1167,3295,2347
1512,1224,3685
1211,1923,9025
1480,3606,2170
4126,2846,1412
2516,4557,7180
4178,3573,9494
1676,4374,6957
2740,2798,9093
1844,640,151
4637,4172,9414
3976,1848,6044
1442,3165,3989
4805,1588,2976
1884,1856,8763
1730,4186,4668
4096,3328,4041
3248,2070,5014
2332,2226,823
2278,2054,1325
1985,3297,624
4862,4206,2662
3175,4617,8588
1011,3577,8537
654,1278,8289
2545,4059,2643
951,4594,6353
4731,2151,137
4898,3971,849
1820,4332,3199
853,3767,7535
3160,625,5429
1611,1873,9870
566,3668,6423
1040,466,119
2549,4009,5085
3206,951,9903
498,887,3231
4757,2108,186
81,4138,7419
2421,521,4339
2475,1450,5562
342,4763,750
529,4987,4174
1405,784,8679
699,3623,7093
3497,2888,4964
2403,281,8781
3433,4775,616
3732,1086,3064
3751,1158,3978
2718,2535,8937
980,404,5126
4732,4302,4108
4820,2475,1241
2307,4775,1021
1125,3641,3124
2397,1889,9948
2223,4127,4804
4493,520,5692
1760,2195,1854
864,3905,1802
275,4554,8439
4876,3921,3789
2585,806,4478
232,330,9082
3171,2897,2325
1284,1182,3733
4615,3754,9331
3616,2358,9142
419,184,1186
418,3560,8059
2538,4650,9075
716,510,1207
731,772,1034
2266,897,2243
3527,2033,21
4844,2721,8193
640,928,8381
3245,1030,4408
860,4255,5126
1462,4131,4535
2876,4467,6344
2203,3075,1539
1101,384,9157
2536,2637,3886
3413,1973,6924
3442,1539,4190
1341,2753,543
3659,2141,7823
4634,4381,9845
737,1800,7863
3648,4908,3586
3227,4578,5226
939,3163,8250
178,1136,4404
2539,1764,3494
1679,2120,5998
2001,916,4014
442,4575,1003
2107,4337,2705
2085,4212,4203
2238,1351,8447
1771,4300,3282
397,2418,2298
1695,1050,7710
319,3259,7483
48,1886,6915
358,49,5771
2651,3712,1289
863,1659,325
1121,1388,1467
2776,270,7413
2212,3060,7404
471,2213,8746
3264,3342,2760
2687,410,6707
4774,4296,7251
195,1513,7860
1638,624,4458
2677,1334,5056
4819,1114,8232
4559,2229,5150
4850,4191,2801
2161,2051,7817
989,3687,4387
2235,2756,3143
2318,3896,9011
2599,4937,9826
2417,4839,2378
2779,4527,6398
1359,3374,16
999,1789,8952
4318,2030,301
4523,201,7257
